Gerçek Değerler,Tahmin Edilen Değerler
16995,13671.85
17990,17941.662
11500,11945.579
30980,33011.316
6700,7597.323
22995,17580.65
18800,23203.8
8500,8177.272
14102,13292.8955
16920,14395.82
9998,8330.907
11000,10295.559
13580,14904.782
10295,12400.055
15500,13768.024
11199,11467.103
15530,14071.14
26885,25717.979
21999,24225.695
5580,5478.888
15999,14342.79
10499,9895.549
17580,22593.854
5390,5700.4746
16798,12889.33
21000,21827.629
10490,16578.81
15290,15512.459
24749,19567.117
9690,11639.864
13950,15508.433
3895,3177.1875
30600,29588.506
20898,26659.834
20950,26834.545
36000,31227.137
13995,12913.15
6998,7719.4497
28498,23576.99
22995,24497.502
9990,8199.679
32900,28318.611
17290,18594.756
11900,14766.682
17998,16974.584
19344,22773.26
5995,7576.2334
10700,10460.286
3885,3069.1401
32470,27985.775
26898,27924.03
13795,12089.872
19998,21784.816
12995,12282.779
23400,21612.19
16291,16708.38
8450,9559.835
33569,38022.383
16295,13832.956
52000,48863.695
10250,10806.944
12500,12240.188
13995,13588.204
10195,8518.743
6700,8092.9785
16090,13879.8955
17695,16759.164
7498,7388.3965
10480,11576.316
46200,37878.914
20499,19812.143
12495,11583.546
4960,6124.1772
18885,19500.83
20750,20546.373
7980,8882.775
13800,13315.29
8295,9652.53
24946,28734.646
20498,21193.592
47992,39230.734
18400,17072.49
12995,10782.924
29000,26833.576
13495,12919.921
4343,5713.3467
10000,8080.1973
17300,17341.783
12795,13289.242
8698,8968.498
8498,9166.751
18799,16484.773
11698,11096.22
11291,10400.167
9498,10759.803
33490,31967.287
14995,12281.884
10985,10038.806
12485,14554.567
11591,10803.991
19000,16261.929
10732,12334.631
29985,24865.428
8752,8646.249
26450,28836.102
5998,6680.778
13500,13170.231
2495,3663.1462
20500,20015.572
6000,9389.644
16991,16899.193
33400,32178.69
10333,8844.778
14500,12034.962
10590,13792.209
19360,19253.74
25000,24055.174
21500,20128.912
12795,16366.681
15498,12215.425
27900,20459.596
5998,6643.513
16900,16960.92
10500,9119.237
26495,26109.42
10972,13928.245
16500,13945.0205
51990,41514.69
3295,2530.1646
16270,16370.437
18998,16921.424
7891,6527.159
10500,9876.773
36980,29469.344
2250,2416.7073
14497,15710.378
13995,15318.929
11499,10751.436
10998,11147.669
36500,28232.148
10791,12344.927
10498,11863.497
6285,6283.447
8495,8201.986
15499,14258.322
31995,27931.885
15499,11570.399
8200,7310.5415
10299,10269.22
10195,11987.198
34000,31061.64
16000,15651.155
10995,11658.099
9200,8746.255
15400,13409.763
30990,27814.566
11995,11909.948
7000,4458.744
38399,28674.107
5999,6489.9023
13870,12300.897
17799,17578.783
8790,7330.9717
13400,17157.84
18750,20316.877
15289,15533.851
50000,44554.145
17795,20431.002
20000,22915.777
15990,12865.392
26519,25932.074
10995,9719.661
13690,16708.95
12800,15629.504
23111,21713.822
10200,13209.221
12498,11554.499
6540,6576.4995
15850,16544.271
49980,39670.625
35464,24046.807
39500,44075.5
5998,6228.9814
14750,14855.21
17991,20753.998
7998,9210.806
23250,27368.53
11500,11640.27
45980,45318.15
9991,10902.134
36995,33052.57
16999,14790.293
8160,9483.063
31295,29573.428
18122,15632.441
13100,13745.674
6498,6862.1533
18995,24888.959
18910,13629.396
13888,16340.063
16000,14108.143
25799,28631.299
25998,18983.248
34622,29559.393
26990,28951.71
6250,5818.3955
27994,36794.64
27500,28228.467
15000,15537.859
14300,12279.727
10499,9787.778
21000,22966.584
13195,14779.282
10600,8854.531
8901,9376.568
33000,24373.428
11270,11426.975
8990,8415.71
18290,14558.788
13440,11527.978
13690,19721.436
8950,10735.923
16495,15968.697
34990,35439.836
7300,7020.653
6531,6467.1387
6310,6921.9893
29750,30528.941
7599,8584.829
20999,21990.715
7498,7679.561
22650,24262.781
16249,17311.578
15700,15990.339
9046,7917.195
6550,6842.43
21099,19920.432
7332,7814.7944
16680,16399.357
17800,16213.751
18688,21642.725
26295,24144.764
18480,18255.506
35660,33145.066
15890,13108.259
12290,15325.288
7495,7416.6304
16400,16469.06
15698,15282.862
18995,16382.562
7911,8927.972
27399,25694.35
24000,21053.969
22999,21341.553
16249,19009.752
20480,22917.416
6921,8119.9517
33699,39371.5
6595,7056.8833
18962,17373.998
17037,18647.713
24990,19657.09
10299,10347.563
9995,9405.251
18690,19075.594
9000,10135.552
5740,8786.009
20489,17735.818
8295,9412.995
27299,26576.342
15800,18085.256
12990,15017.729
9380,7944.8823
17495,16689.818
10540,11505.014
11100,11522.831
3295,2618.8206
20000,23937.04
15699,18322.404
23242,20091.045
11650,11791.125
26990,28061.67
5590,5710.595
13699,12409.339
9995,7989.652
27893,25175.35
14800,10448.42
19500,18579.064
9790,10649.429
9500,9904.352
31480,33996.305
17998,14975.636
17991,16166.863
8470,9101.43
22450,17676.162
9750,16074.768
23497,27914.295
11100,12546.751
15291,18427.107
12790,13178.749
11072,8292.7295
20599,23585.275
13990,13918.995
3499,5060.6157
12990,11867.313
17950,15954.574
18499,21070.26
24800,26226.104
12300,14174.599
8295,7691.1772
20998,22109.994
23234,21408.508
9000,9273.9795
13200,10971.678
16500,16555.668
7987,10322.22
7495,8902.978
51995,39816.754
9800,12606.469
7290,8529.302
19199,21743.08
7000,7329.562
4689,6520.0073
7990,7319.2896
20250,20189.85
8940,7946.2695
26950,26800.486
13995,14231.783
27999,28525.791
9295,8008.972
14420,13397.558
12997,11937.175
18500,20025.822
12832,13722.913
17250,20621.69
13500,12525.458
17798,20186.252
9169,9676.79
7995,9642.13
9999,10980.903
9690,8570.087
9530,12353.467
10440,12058.989
14495,15745.5205
6998,8141.021
6700,8337.214
13389,13581.568
12795,12272.76
10880,13487.798
18500,22986.49
26001,19631.082
13498,14368.184
32249,43850.344
18690,15926.919
6500,8184.7993
49990,41984.062
11798,11719.185
13997,16933.033
5910,6866.011
11000,10427.138
21599,12609.964
9290,7027.316
15300,13640.819
34500,38681.508
18995,16252.756
9995,11873.528
12910,10588.868
23000,21679.145
8795,7696.1025
14950,13030.432
19456,17545.463
9500,9517.337
7795,5830.194
16490,16908.607
13700,15759.134
12498,11662.747
32990,32034.293
10950,11438.267
16012,19282.271
13985,14661.553
16799,16346.085
11220,9901.497
11500,11628.718
14995,15854.675
11495,10180.831
15450,15454.393
17995,25778.252
29500,26496.254
29770,31164.389
16450,15787.17
27480,27876.75
14250,12310.435
19790,22588.96
7495,8904.508
8299,9143.085
25900,29494.018
18995,16935.385
15789,14671.683
6498,6378.209
13995,13855.29
13192,14946.538
5495,7523.4766
9440,11639.437
15999,17874.133
21991,30366.27
6991,6339.11
13350,16316.027
37995,44049.984
29999,24726.902
13498,13927.487
6499,6776.212
33900,33218.32
14000,15186.232
10450,9651.243
23100,20921.984
17990,20472.932
13500,14557.408
13470,15393.798
20700,16936.291
5950,5224.396
12900,13831.187
42750,44327.93
19998,18531.322
16800,18825.193
8999,8706.923
8499,9878.876
9377,10567.286
11290,10436.596
14897,13578.252
11795,13544.134
20495,17223.387
23242,19916.639
7291,8061.067
33889,33829.297
9995,10147.804
20999,20351.373
5347,5994.5063
24500,28518.719
22000,26868.908
11281,13050.939
36412,34862.312
9795,9258.011
31790,30472.629
44450,36153.03
18798,19979.156
14498,14927.3
16420,15172.955
12995,10432.837
19990,22046.162
16299,17360.502
10499,8769.2705
14495,19646.943
24980,24716.064
7000,7599.6006
8000,6990.0244
6599,7546.05
17250,18292.791
14991,15508.99
8499,7712.104
14495,13195.618
12999,12217.128
27498,32969.285
28998,33899.164
13490,13751.999
9495,8369.927
9495,9699.69
12695,11575.499
22970,25030.982
9490,10455.552
7395,7551.2227
16498,13922.948
10721,10627.536
49990,49902.168
37999,17548.38
38995,33096.13
9000,11414.397
21695,19830.287
7191,6667.9517
24980,26121.96
39495,36288.887
7798,11218.499
46755,45774.688
22690,24902.979
7995,9109.028
49980,43903.992
8260,10454.138
6470,5872.5986
24481,22033.605
12490,10907.445
14000,16564.904
38995,36106.12
12998,14913.733
28995,27515.287
13600,12398.632
13490,17585.611
7690,8662.739
25940,28158.85
16498,13556.081
21999,18567.967
12990,11379.728
26800,22335.994
22740,25452.818
18899,20211.104
29570,29050.824
17841,18518.594
29998,23402.672
29880,30260.715
12391,13011.601
10900,11020.656
24291,21226.143
10150,11360.536
16625,18064.877
21995,18369.951
12898,12752.786
15995,12639.528
23499,21315.568
14600,16584.926
16000,16469.951
27000,34031.117
8998,10877.715
6498,7619.3325
18999,17194.164
11795,11959.019
8000,11025.91
7280,7590.24
6475,7091.9834
2695,3034.1765
18498,19943.416
18990,16698.078
25000,17058.748
28012,24073.994
19698,18975.82
22995,20265.982
29795,34728.594
13990,15275.55
13995,11167.905
27100,35525.17
9998,12065.573
11995,11445.776
8000,10677.242
15000,14092.76
21512,23168.773
17495,15462.978
33450,37148.47
13995,11527.317
24999,28490.932
8650,8855.937
9599,9684.514
24702,20463.213
14580,18326.455
8985,11968.743
11700,12505.16
20995,18488.324
12840,14189.2295
13750,14955.386
17995,18150.227
18495,20687.436
10750,10112.56
21875,21694.895
24480,22415.781
9495,9192.548
7160,7169.306
11699,11862.812
15000,14257.977
16495,10918.684
17900,17464.479
12790,14131.456
12495,13684.532
7995,7855.569
24880,26817.74
36400,35420.95
31950,26782.037
10100,13544.05
10670,10477.458
14195,15525.804
16998,17564.549
24699,23266.46
19498,19098.357
43990,30610.803
50000,46908.137
25000,26931.53
29970,29849.98
16698,13328.995
17999,22372.342
35000,34288.74
21995,18729.963
28298,22851.135
18995,21082.62
7250,9749.878
21490,24992.404
43244,46452.44
28988,26956.139
13499,13136.882
22894,24743.44
29299,31047.717
8998,8571.319
28490,27962.953
10400,11335.832
5499,6519.432
16995,13490.628
10467,12916.13
10990,10937.257
8853,8230.353
12741,13033.333
9798,10775.54
10291,12249.8
8990,10922.786
13499,13454.949
15698,14110.612
34498,36368.125
25660,36119.4
28985,29674.973
18990,16822.967
6485,8504.136
13295,11971.944
11470,10963.401
31990,24292.998
12600,10907.809
16440,16539.143
32170,29241.889
20000,21694.244
10300,9458.789
10991,9578.471
30300,27766.227
9699,13514.228
14500,12503.325
15000,16252.009
10495,11019.073
10600,11314.969
13649,16701.006
16699,15908.399
14498,13792.442
34750,37440.184
26995,23446.682
12990,11588.181
31652,25944.701
19995,21094.25
9891,11130.541
12999,13595.764
18900,22099.875
7997,10314.651
13100,12658.654
11400,9077.168
10500,16493.31
19980,16065.612
26480,25891.47
10450,2915.3982
19995,14819.179
10995,12185.114
5299,4295.886
27790,28140.418
15199,17794.756
37540,32863.133
11800,11107.858
9250,9713.177
30990,22539.225
17299,18881.28
21350,18543.557
23000,21494.96
17199,19048.248
16499,16891.236
29000,27693.55
19000,20269.627
9999,8884.87
20980,26274.553
38899,30942.158
29240,23345.38
31990,31654.217
21000,22046.246
9499,8989.105
11295,10094.126
8990,8032.9053
24990,22739.771
21450,18750.22
9795,10715.659
18495,16462.355
10250,8675.394
26795,21674.158
10190,14557.416
7490,8872.524
19150,20136.084
16991,18905.537
47990,33782.28
24690,21401.967
12990,12573.499
10975,9296.197
26995,29070.666
5730,6525.0605
10991,11007.31
7950,9001.685
3495,3185.2078
10995,9727.495
34460,29141.412
18350,19373.17
6995,10008.04
15450,16371.854
20199,14976.598
19330,19309.111
15472,14303.974
18999,17214.182
13498,11463.901
12995,13077.493
6495,10407.454
19600,19757.51
8999,10175.086
26254,26559.76
21446,19295.139
8995,12672.459
23995,19296.162
7699,10947.458
10495,12396.749
11990,10645.976
31903,31485.855
2998,2597.9897
14980,15934.909
13995,12952.081
16495,16763.87
15299,13879.235
22532,22024.146
32000,34559.25
34000,24036.074
36990,29499.102
9033,8640.17
9995,11416.3545
26495,26241.053
24495,22434.607
9000,10594.685
5875,5764.262
21490,16564.72
27000,27407.266
16700,19197.213
10395,9978.6045
26995,30336.71
4500,5040.429
10199,12414.697
11699,11733.38
5610,6034.314
9295,9230.8545
14998,13835.086
17470,14225.038
8845,10344.487
22907,21814.635
16995,17315.654
17000,13912.22
16200,15689.417
20495,16428.66
24790,23960.191
6990,7718.247
32312,23053.924
12995,14353.281
8998,8292.496
12500,10916.974
20795,15958.101
32072,31696.717
23888,25420.13
46440,45702.03
31062,28514.174
18995,20630.246
8999,10815.935
35990,26308.158
25490,25427.98
22000,19391.363
22000,25032.121
32950,23315.686
15990,14132.515
12299,12351.97
24480,20061.584
33562,27113.158
29399,31696.992
16612,18004.816
17999,14623.32
14500,15238.257
19998,20616.506
24000,21822.264
8790,8077.575
34948,27413.72
8995,10646.611
19000,19583.404
16800,21520.139
17950,11792.96
34875,31971.645
14498,14428.132
4495,4580.8335
17000,16260.382
16999,19169.44
10995,10507.878
16970,13853.81
12999,12180.667
22498,20498.482
15498,15518.706
18385,21878.164
19599,17995.283
8498,11296.95
16499,10377.837
17995,17124.463
17998,16055.805
32995,29382.947
21599,24080.857
17999,16800.873
7498,6352.887
11000,12650.458
8208,8443.355
21990,25075.467
21450,19850.803
6200,7294.485
22498,20571.281
15995,17990.299
19995,16596.016
10999,14961.499
25980,21204.365
15295,14007.006
17016,16397.902
17917,13958.339
26599,23838.494
15320,13570.987
23990,23460.107
16698,18442.896
35000,30316.69
12397,12700.735
23999,15841.226
18500,17168.854
22570,24676.111
11980,10450.154
22000,21475.865
15450,10947.576
20695,20740.473
14288,14037.651
24690,23434.912
10995,9464.835
8300,9067.353
14995,17759.516
18250,16390.127
16990,11503.7295
9855,9794.606
20430,22562.1
8995,7830.111
28319,28810.74
17498,16200.782
18495,22957.934
8299,8553.657
12941,11429.184
11999,10747.093
15000,17825.99
26499,29000.256
12998,12807.113
17490,20176.65
10499,10651.8545
23998,22856.959
22150,26181.623
12498,13577.247
8000,11636.151
9850,10695.47
15999,15261.59
21000,20954.525
34999,27613.055
17495,16180.932
8695,10038.943
17195,17520.6
14980,17022.271
13200,14752.466
12490,11981.348
15990,17419.467
13499,16437.941
10795,12714.245
5900,5044.3804
18689,15935.903
15498,16913.088
19990,18766.205
19990,14355.826
10995,10846.466
15500,18326.459
20395,20307.762
12800,11839.178
12495,14394.667
18990,14579.936
15995,16169.768
7698,7378.237
15500,18137.146
17295,17646.166
19500,19294.752
12940,17767.943
4998,5560.103
15650,19839.158
15298,15916.249
8095,8733.089
17990,15252.964
8895,10177.327
19999,26175.916
22999,23190.262
12495,13691.067
10799,12256.239
5990,6853.814
13140,16192.57
11290,12332.013
18494,22487.861
9499,9735.924
6995,7819.32
9495,11542.71
10759,10933.61
29695,29196.666
12995,12780.726
10750,10807.263
15998,16491.994
31266,35338.92
17498,20930.924
13950,13773.8545
7499,7236.9673
10490,14253.988
28990,34002.348
18950,18710.51
13559,12305.519
10985,9999.516
11298,9924.388
34990,31600.17
14990,13844.988
12998,13104.2705
9999,10432.037
21999,21202.986
29950,23414.002
4490,4326.639
11699,10680.745
14531,14478.499
26950,29673.93
4750,4999.4204
11895,12965.63
25999,23684.596
19500,19906.33
13500,12291.436
29995,24646.271
11655,12341.202
19975,19492.764
16900,18961.201
17281,9987.8545
17950,16395.959
10999,13209.539
12444,13274.792
44990,48228.812
6995,7068.2114
10490,11351.449
19700,18555.217
36895,40628.01
15000,15401.122
30000,17553.232
29995,31155.484
12990,12288.481
20980,22935.373
14995,16843.674
11000,10899.267
13495,12223.962
29480,26118.467
6490,8509.057
20461,20947.371
10999,9821.693
16000,15342.165
5500,7255.646
22495,29863.566
9495,9934.091
9990,7568.4424
9495,8522.167
10000,10921.245
25480,23263.299
18450,17779.104
17400,21009.756
11199,13354.063
21600,23276.059
21571,19627.186
13395,12421.106
31000,29788.275
22998,20666.713
11290,13570.501
16899,15467.395
25990,30115.316
11599,9786.284
5290,3789.494
22275,19803.268
16050,15512.946
18750,23179.803
28450,28778.988
22500,20983.541
29000,23275.693
20500,19080.594
10699,9557.362
13495,17282.965
10299,13093.58
16999,17272.875
10395,10425.857
19998,15140.515
12950,15750.144
6450,6345.9185
36995,36738.438
6990,6569.706
16200,15191.55
9500,12256.831
15498,15448.463
6985,8563.04
13400,17274.348
17490,16931.537
14495,14843.042
20995,24851.242
36000,29516.584
17765,19237.768
11200,13089.009
9998,10697.307
23440,21366.584
16990,16586.807
24990,21048.912
10498,10899.638
14000,16428.047
32300,31379.758
18495,17887.22
19200,17730.232
34756,31336.498
9947,9550.253
10500,9158.451
12025,13942.908
13950,14364.085
24409,26508.178
22999,23673.553
2699,4651.5293
17440,14951.049
42000,34838.4
8791,10732.759
7879,7086.8936
19200,20853.354
18490,15759.362
27795,23665.652
18300,19611.098
17000,18524.068
11250,10852.476
9290,9287.526
5900,7473.462
43000,44025.297
21262,22465.639
17981,21602.74
8253,8730.9375
10495,10530.085
4495,4796.1396
9218,9899.47
10845,12270.433
18495,21673.508
6690,5921.8877
19465,21729.053
9490,10848.767
15499,16440.105
13295,14630.812
20450,19194.92
19992,20123.68
10765,12027.747
17500,13894.777
9460,9052.847
31999,23707.709
19590,18556.52
28990,28710.543
23490,30358.158
17995,17634.178
17480,21297.113
42499,46196.992
9791,11362.007
13800,14958.282
10000,10874.469
37591,29750.283
14400,15035.451
14500,13707.589
12591,13830.594
24944,24674.645
32399,26431.871
19932,21779.713
25149,23751.385
23995,23686.299
30755,31693.287
11350,10785.403
19498,19348.725
37450,32571.133
13298,13348.944
12250,14013.78
11000,10598.563
7495,6711.711
38900,40763.535
11998,13499.3
11395,9927.626
5570,4866.194
25390,24375.62
13999,11805.298
7595,5977.327
26480,30233.727
26590,26953.072
18698,17444.44
12698,10882.774
13000,11717.809
15750,15493.736
13994,15911.326
9970,8462.345
11995,11772.728
25990,30347.955
27499,24784.396
31995,32996.44
44491,31462.092
29356,29545.53
12500,11199.792
11398,8143.406
7998,11677.821
12790,13792.361
13502,14593.374
15225,12959.481
6391,7061.646
6777,8051.393
15895,13918.997
15000,15688.41
7299,5356.36
8380,7500.0776
16990,14603.993
10999,10943.382
6980,7484.9136
17761,16933.18
19970,23618.38
8495,8369.938
9291,11117.044
10999,12859.824
16890,14337.4795
26385,26195.361
12490,12103.954
7995,8542.511
9990,13386.847
12999,14842.073
9899,9575.44
7998,7902.09
36990,35251.58
29890,26453.244
13695,16380.295
8995,12133.94
13298,13476.138
8999,12500.817
7500,6172.349
20099,19704.986
19950,19881.74
14300,11692.22
25490,24907.213
15250,15622.973
23750,18674.01
15200,15031.957
12178,15059.122
10995,14707.978
53999,43640.336
26999,29853.516
30900,29540.004
26176,30389.697
7975,8870.22
19999,15560.667
13698,12848.036
12900,12498.076
9000,8392.196
18399,21120.076
17749,18030.47
22480,27140.777
13950,12773.634
7490,7603.5923
13990,13683.486
40749,43870.54
25526,26267.87
10990,9742.531
28500,27349.96
53990,51548.65
14995,16373.783
26995,23471.967
25879,25932.074
19690,21279.176
10290,13059.622
26490,29593.662
20980,21031.02
21980,34802.71
11200,12158.302
7600,9124.958
19548,24050.287
15499,16506.764
8900,8064.919
7399,8276.531
13390,13683.434
21199,23241.18
13998,14214.407
16491,15455.151
17995,12732.269
23599,20104.459
9995,9835.468
18430,17716.92
4995,4848.5396
18000,16586.113
15999,15557.147
11495,9951.909
15150,17947.713
37340,40313.758
22495,30697.771
10298,8933.0625
15699,14732.327
9995,11271.46
11700,12090.913
14495,13040.462
16600,15930.087
28950,23778.791
27645,24700.896
10295,10935.086
35990,29224.998
19750,27477.791
10595,10866.21
11750,12699.454
48000,51073.45
13491,14812.956
8490,7615.5405
6995,9750.761
16991,17880.775
20498,21569.117
17750,17194.252
12495,11820.884
20950,22420.365
15500,15414.5625
18491,17429.557
37982,34378.31
17850,21886.568
11999,12100.647
21299,20005.803
36898,43380.79
10997,10397.378
20860,16898.744
12695,12613.897
15149,15803.828
25480,23467.732
34975,34374.2
13998,17434.9
12100,11422.15
16690,20150.639
7495,7139.1597
10900,12344.61
10160,11262.53
21590,21161.496
32660,38064.625
11290,12987.722
17999,19426.39
32480,25254.684
10791,9647.261
33740,36659.914
30000,28208.424
18990,20453.78
17498,18086.021
13999,18443.346
9750,10929.343
8299,7770.5786
6995,7224.026
36090,43666.65
13995,14605.177
16750,20077.346
14290,12257.034
15065,18618.47
8290,10071.169
13995,14997.501
11995,11143.987
11295,10474.643
11890,9337.296
29990,27794.29
10970,13099.439
5495,4840.905
16000,18365.176
32990,29254.338
19199,19501.332
13998,13868.135
37900,37153.96
14770,19459.979
12250,11374.599
8490,8401.232
29990,30864.04
10995,10272.59
21995,25354.262
13990,17922.176
11990,12277.167
13140,16378.82
27995,24677.404
15995,14835.019
22480,22023.654
7495,10265.956
9995,11384.55
8995,10562.205
30980,29062.139
10195,8760.306
8698,8874.923
25199,23765.963
8400,7661.1333
9298,13204.154
3950,3820.0898
34995,31397.914
8450,8790.251
9600,9368.167
11298,9776.513
13995,13559.757
31994,35888.816
44670,43916.4
10550,9871.8125
28970,26601.355
17000,16302.036
14995,12313.759
12840,17761.453
8500,13102.071
11250,13685.562
675,2172.1882
16995,17702.975
8800,8353.155
18950,18517.451
12999,14369.46
10495,8335.586
8500,11898.812
34980,28745.453
15000,12360.075
15999,15406.852
8995,9542.05
18491,16341.965
15000,12983.829
9295,10012.307
9491,13063.692
13695,17576.377
32390,35299.312
14998,13873.428
28471,32538.273
44480,45918.223
18995,17898.611
12750,13932.63
13995,17027.81
7391,10291.077
17495,22454.346
24940,27074.69
21995,25186.287
12395,9924.985
9690,11218.646
17495,14202.411
8500,7978.0405
6999,6724.0796
14495,16726.768
27995,28554.184
25440,30664.611
14010,13168.126
16995,15026.067
19800,25992.123
30450,26766.682
23980,24865.986
22430,19570.646
16890,20066.096
35998,28893.57
16670,18652.158
18490,18694.412
16489,14352.268
18780,17338.752
15510,13722.905
5390,4673.7114
10000,11153.387
25590,26097.639
15000,12527.917
18299,22345.861
15950,9834.725
11299,9522.775
10100,9936.789
11588,9666.409
31200,29722.088
8498,8566.198
22440,19770.498
7190,9669.23
44500,45165.227
16499,19876.63
11999,17767.607
10850,9572.011
43999,44879.18
16400,17385.37
21450,20450.596
11795,14193.971
14995,15560.191
47995,38985.258
6995,6187.7236
9999,8599.165
9000,11501.038
15750,21680.473
23979,30192.547
28450,25715.092
19430,22122.271
10990,8632.839
20800,16837.123
9525,11700.077
11790,12935.551
29999,34945.367
11750,9620.227
17500,15932.108
4990,4000.2454
11895,13404.977
16989,14052.819
11732,14280.963
11000,13397.872
10995,12310.1045
9490,10205.569
10899,9651.094
9500,7528.942
24748,23811.205
16999,16069.075
8992,10941.464
10399,11664.779
5998,6031.241
12290,14772.996
37989,32782.184
21490,22428.885
17190,16566.97
9698,9941.187
48155,30171.645
7300,10256.062
19972,16293.357
22995,38209.848
44631,38609.66
24980,25869.281
15699,11603.818
15998,21857.547
17250,13703.796
9300,10290.11
1190,3569.723
18299,26053.512
11700,11668.194
31498,24709.08
50495,42913.406
16000,13937.126
19995,19040.896
3790,9696.343
12495,10967.184
12500,14448.298
8895,11554.937
25250,28901.127
9190,11664.702
14299,13345.659
12200,13327.212
7295,7681.546
18900,16016.29
15995,15538.833
16688,18308.791
13495,12130.876
22998,22970.37
15950,17675.803
13988,14510.692
6881,8407.589
8495,8953.71
10500,9727.452
25699,25801.836
15495,13246.384
14495,14711.282
15499,14467.225
15792,17002.256
11160,8968.45
21880,24683.744
21142,19328.334
6999,7309.362
7522,7652.117
14990,15418.828
2495,4683.6665
9999,8071.4614
6290,7766.6694
19991,20558.354
13495,15269.243
10990,10549.546
28989,29880.459
15998,16910.84
12460,13485.102
15750,17103.572
27190,27344.33
16400,14227.618
1495,2257.3035
42500,38088.72
8374,11302.085
11998,10589.536
30990,27358.268
7998,9874.771
12195,13865.773
25000,20830.71
24999,19244.59
48985,44063.33
14461,14489.26
13700,13036.159
36395,29851.137
16995,12844.466
19419,16019.378
11995,10799.884
15498,17480.553
22495,23070.904
6992,6109.6475
8485,11100.56
20995,16944.055
22445,25894.217
32399,30219.979
17995,18295.297
50899,43261.32
10250,12830.944
10999,8987.792
19025,19951.283
11000,13335.394
39799,29455.23
7798,7806.635
25490,20694.541
26490,24283.889
9990,12788.455
27980,25924.12
13060,16219.526
13799,12894.917
14999,15303.155
20340,24492.424
11298,11156.126
16980,16120.587
13490,12622.277
7999,8485.54
9300,8414.643
26499,21231.379
7298,7451.3296
20995,23210.38
22312,18925.246
33994,27813.857
21991,17595.02
18327,17828.277
12199,11486.746
18800,17543.523
11500,9929.851
31995,34133.75
13300,15538.486
15498,16901.283
13900,13306.216
5939,6492.93
14200,17110.455
18990,16238.962
13299,12984.109
9898,11761.165
4490,4467.4194
17998,24414.863
27730,26240.365
21998,20682.764
26512,30628.215
22790,23136.842
9750,10558.496
10890,11644.63
13039,13847.358
12960,9102.34
24810,22228.443
19599,20204.979
14908,15354.092
12436,14295.954
9500,10677.841
21000,22305.62
18995,18538.521
19990,19681.076
26140,26804.041
14995,14348.572
13499,12118.542
13297,12775.724
5980,5982.2856
10495,10959.8545
22590,25268.93
6850,6897.0825
14498,14282.38
25323,21742.693
14500,16378.541
11200,13143.689
16950,14786.62
10691,10624.946
12490,11888.817
14495,17716.604
13994,12274.2295
18498,18672.314
12990,13386.269
15979,16426.242
10820,9873.77
13300,17507.91
7900,7495.542
42444,35348.86
5990,8875.6875
13995,15195.455
10998,11044.069
18600,16407.627
33990,23179.97
15750,13946.181
13490,16647.121
14495,14330.764
9799,9699.984
17250,18789.672
16500,14086.655
8495,7125.844
10250,10547.228
48980,42393.906
8995,10312.241
20995,20288.36
14200,15698.944
14199,13083.415
29302,30051.545
17480,17449.217
9250,7729.072
21991,20550.217
18414,19803.607
13000,15130.067
9995,11046.319
19999,18650.338
12690,12976.491
9415,12285.951
22799,26140.723
4500,4631.279
12500,14427.595
17498,14264.684
14998,17510.77
10499,10414.975
16698,16884.56
14995,13206.409
14500,11800.743
28499,23839.62
8490,8055.2383
24680,24758.303
52999,57478.93
4375,3147.1707
11999,13162.011
11291,11429.421
14497,12690.573
31990,27541.123
7298,10833.604
45000,50256.54
52990,47365.28
12201,13246.61
11500,12470.378
20999,17448.354
9500,13335.772
9500,8386.105
21975,19721.22
14790,13624.925
54995,49399.93
12390,13803.7
17495,21222.201
9129,10158.2
10400,8131.4067
26289,26729.578
11250,8133.2754
15695,15360.0205
9975,9085.419
7991,7714.2007
7500,7766.098
15300,17812.791
21290,19615.594
16995,17446.416
1775,2037.0515
16999,15199.083
11200,13751.096
19110,23761.766
30099,26227.803
10750,10462.198
8697,10775.06
11698,12675.853
29699,27736.166
20999,20520.125
13490,13399.101
10499,11254.931
22199,23927.08
23000,18768.42
19995,25364.08
24250,22567.139
12437,13513.741
15995,15297.54
18995,20293.133
23000,45674.27
10300,9832.595
16990,24436.033
29991,30834.424
13850,20217.273
18400,20348.99
33450,32937.793
13968,12821.159
10999,10757.819
6298,6294.458
22000,19731.072
8991,10825.851
20999,18695.686
10450,10691.906
20000,22960.127
19000,17917.154
13995,16791.373
23000,16790.314
18956,20263.941
19990,19179.967
25450,31429.516
13500,13990.67
4000,4142.398
12800,12461.3
22005,21814.531
12299,13694.389
17999,14814.317
18990,20027.035
30000,32989.133
16999,15432.413
14759,14199.558
19999,23744.008
27066,29367.588
9496,12289.778
9199,10805.145
3695,3468.8992
15694,18773.945
9000,7819.021
15500,16663.99
8995,9332.812
24480,23568.197
10980,9749.335
32809,24356.924
8975,9147.427
32500,33260.793
12995,13791.349
15790,15925.839
14495,13870.116
26590,25687.463
9698,8380.634
15800,15327.463
17998,16458.18
9995,8925.122
7400,7931.143
10495,11213.958
20499,24136.227
11500,15204.948
17295,21187.361
23490,24886.299
12400,13395.89
15120,16262.685
37890,32398.752
31550,22499.95
28910,21945.346
9390,9894.135
48399,42014.76
24490,29029.467
13900,14658.749
5995,7445.3926
24970,30038.822
24995,23982.377
16995,14407.337
17899,13768.337
16700,19637.67
15995,13632.958
